LCS,match,total_match
"เก็บตก1.194,500",75,1723
อนุสัญญาสหประชาชาติCOP,51,1723
ระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,32,1723
นักโทษการปล่อยตัวนักโทษ,31,1723
COPกลาสว์,27,1723
กลาสว์สกอตแลนด์,20,1723
ลูกเธอเจ้าฟ้าพัชรนทิเทพยวดีกรมหลวงณี,15,1723
แผ่ตะวันออกเฉียงใต้ตะวันออกเฉียงใต้สมุทรสงคราม,15,1723
รร.นร.328เชื...,15,1723
"เก็บตก1.194,500SANDBOXTOP",15,1723
ชิลีสก๊อตมิส,12,1723
โย่งอาร์มก้อย,10,1723
ผักชีอ่อนไหวตบแต่งกรมการค้าภายในโมบาย,10,1723
สลากกินแบ่งรัฐบาล045037บันทึกประจำวัน,10,1723
AmazingSafetyAdministrationSHA,9,1723
นัยนาผู้จัดการทั่วไปแซดพิวติก,9,1723
ขจรท่าอากาศยานสุวรรณภูมิ,9,1723
ออมสินสลากออมสิน,9,1723
"SHA1,350SHA",9,1723
458247เลขท้าย,8,1723
755331เลขท้าย,8,1723
เป็นการสมควรการมอบหมายหนังสือรับรองสร้างเสริมหนังสือรับรองสร้างเสริม,8,1723
NH805โตเกียวนาริตะ,8,1723
ก้อยSaturdaySeiko,8,1723
เลขท้าย755331,7,1723
พืชผักปรับราคาผักชีคะน้าผักบุ้งจีนมะเขือผัดกาด,7,1723
อนุสัญญาสหประชาชาติCOPกลาสว์,7,1723
การมอบหมายหนังสือรับรองสร้างเสริมหนังสือรับรองสร้างเสริม,7,1723
112ระบอบประชาธิปไตยพระมหากษัตริย์ประมุขตัวบทกฎหมายต่างหากก้าวล่วงจาบจ้วง,7,1723
ตมธำรงช.ภ.,7,1723
กฎหมายอาญา112116,7,1723
"เงินสนับสนุนโดยอัตโนมัติ4,500",7,1723
ภญ.นัยนาผู้จัดการทั่วไปแซดพิวติก,6,1723
เลขเด็ดออมสินสลากออมสิน,6,1723
ออสเตรียบาห์เรนเบลเยียมภูฏานบรูไนดารุสซาลามบัลแกเรียชิลี,6,1723
ก้อยSaturdaySeikoโย่งอาร์ม,6,1723
ก้อยวลัยก้อยSaturdaySeikoโย่งอาร์ม,6,1723
อนุสัญญาสหประชาชาติUnitedNationsFrameworkConventionClimateChange,6,1723
ปฏิบัติภารกิจอนุสัญญาสหประชาชาติ,6,1723
เต็มตัวก้อยวลัยก้อยSaturdaySeikoโย่งอาร์ม,6,1723
หนังสือรับรองสร้างเสริมหนังสือรับรองสร้างเสริมหนังสือรับรองสร้างเสริมหนังสือรับรองสร้างเสริม,6,1723
สนั่นอังอุบลหอการค้า,6,1723
ทวีปเอเชียทวีปยุโรปทวีปออสเตรเลียสายการบินสมายลFullServices,5,1723
CREDITPHOTO]],5,1723
"""#สะบัดแปรงHalloweenLookBuddha",5,1723
การปรับโครงสร้างการชำระหนี้ชำระหนี้เงินต้นภาระผูกพันภาระผูกพันสัญญาเช่าเช่าซื้อ,5,1723
ผยงวณิชเดบิตสุ่มสวมรอยธุรกรรมศูนย์ประสานงานเทคโนโลยีสารสนเทศ,5,1723
เลขเด็ดน้ำหนึ่งเจ๊ฟอง,5,1723
ท่าอากาศยานสุวรรณภูมิท่าอากาศยานสุวรรณภูมิ,5,1723
"560,000องค์การเภสัชกรรมเภสัชกรนัยนาผู้จัดการทั่วไปแซดพิวติก",5,1723
ก้อยวลัยก้อยSaturdaySeiko,5,1723
"4,500เก็บตก119,974",5,1723
ปลีเชี่อค่าขนส่งษตกรตรึงราคาผักชีอ่อนไหวตบแต่ง,4,1723
สหประชาชาติCOPกลาสว์,4,1723
COPกลาสว์สกอตแลนด์,4,1723
เครื่องหมายSHAthailandsha,4,1723
ธุรกรรมน่าเชื่อถือธุรกรรมOTPSecureOTPรหัสผ่านคาดเดา,4,1723
สถานพยาบาล25412510,4,1723
CREDITPHOTO],4,1723
"สลากกินแบ่งรัฐบาล6,000,000045037",4,1723
มรณภาพบันไดทางลงกุฏิข้อมือของมีคม,4,1723
ปิยอัมนันทน์,4,1723
เสียงส่วนใหญ่เข้าชื่อยกขึ้น,4,1723
คนเข้าเมืองสัมภาระศุลกากร,4,1723
ใจเร็วเกือบตายคลอดลูก,4,1723
สถานพยาบาลพักตร์นลินบูลขั้นสูงซัพพลายเชนจำเพาะ,4,1723
พิธาโพลโพล,4,1723
ดุสิตโพลดุสิต,4,1723
เมกะวัตต์โรงไฟฟ้า,4,1723
ร่วมทุนJointVenture,4,1723
ประณามใส่ร้ายดูหมิ่น,4,1723
นักโทษการปล่อยตัวนักโทษบิดเบือนแนวความคิดนิรโทษกรรมกล้าหาญขี้ขลาด,4,1723
"เก็บตก119,9744,500",4,1723
สหประชาชาติUnitedNations,4,1723
ครองใจแต่ละวันประคับประคองวางแผนการได้ประโยชน์เป็นที่ตั้ง,4,1723
LeadersSummitอนุสัญญาสหประชาชาติ,4,1723
"119,192.260,600.758,591.5",4,1723
สนั่นอังอุบล,4,1723
เปิดเรียนไซต์เปิดเรียน,4,1723
ภู่หัวหน้าศูนย์เฉพาะทาง,4,1723
"เวอGRABLINEMANTRUEFOODเวอ65,000",4,1723
ธเรศกรัษรวิ,4,1723
จุดยืนระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,3,1723
พ.อ.ณัฐพลสุภาปฐมวณิชตชด.447,3,1723
5.6ศิริราชรามา,3,1723
"ก้อย09.093,720ตั้งชื่ออบเชย",3,1723
Halloweenนัทเซ็ปงอ,3,1723
คาบลูกคาบดอกมังมังกรอุตริย่ำยีถือศาสนาล้ำเส้นหยาม,3,1723
ครอบจักรวาลUniversalPrevention,3,1723
บันไดทางลงกุฏิ,3,1723
เป็นการสมควรการมอบหมายหนังสือรับรองสร้างเสริมหนังสือรับรองสร้างเสริมCoronavirusDisease,3,1723
"6,000,000045037045036045038เลขหน้า4,000458247",3,1723
เจ้าปู่ทโธศรีปทุม,3,1723
สลากกินแบ่งรัฐบาลออกรางวัลสลากกินแบ่งรัฐบาล,3,1723
หนังสือรับรองสร้างเสริมCoronavirusDiseaseเป็นการสมควรการมอบหมายหนังสือรับรองสร้างเสริม,3,1723
"เลขหน้า4,000458247เลขท้าย4,000755331",3,1723
ผ้าไตรพานแว่นฟ้าประนมหัตถ์ผินพระพักตร์พระประธานตัส,3,1723
ฐีสำนักงานเศรษฐกิจการคลังเงินสนับสนุน,3,1723
กัญชากัญชากัญชา,3,1723
NH805โตเกียวนาริตะท่าอากาศยาน,3,1723
"4,500โดยอัตโนมัติพ.ย.)เวอGRABLINEMANTRUEFOOD",3,1723
อันโตเต้อิตาเลียน,3,1723
คนไข้ใจเร็วเกือบตายคลอดลูก,3,1723
ดังสนั่นดังระงมกุมภวาปีหลับใน04.00โดยส่วนมากทางโค้ง,3,1723
ดุสิตโพลพิธา,3,1723
"เก็บตก119,9744,500โดยอัตโนมัติพ.ย.)เวอ",3,1723
หงษ์วิไล,3,1723
COVID-FreeUniversalPrevention,3,1723
สิทธิชัยสิขวัตร,3,1723
