LCS,match,total_match
กลางกรุงเซ็นทรัลเวิลด์Groove,600,2003
กระจายเสียงโทรทัศน์โทรคมนาคมกสทช.,58,2003
2.6ไอโฟน111,54,2003
อาคมพิทยาไพสิฐ,49,2003
กระจายเสียงโทรทัศน์โทรคมนาคม,45,2003
สำนักเลขาธิการนายกรัฐมนตรีสลน.),31,2003
พญ.สุมสินธุ์,20,2003
กลางกรุงเซ็นทรัลเวิลด์GrooveBLACKPINK,18,2003
ชิลีสก๊อตมิส,18,2003
ไพโรจน์โชติกเสถียรกรมการจัดหางาน,15,2003
หน.จีโนมวูบสูญพันธุ์,14,2003
ยูฟ่าแชมเปี้ยนส์แบ่งกลุ่ม,14,2003
สามแยกพลับผือ,12,2003
ยากไร้2.6ไอโฟน111บริหารบ้านเมืองกระจกเงาขัดสนกระจกเงา,11,2003
CREDITPHOTO],11,2003
128GBGB,11,2003
"BLACKPINK6,0736,538",10,2003
CREDITPHOTO]],10,2003
ทรูคอร์ปอเรชั่นTRUEเทิ่ลแอ็คเซ็สคอมมูนิเคชั่นDTAC,9,2003
"แล้งยางพาราปาล์มแจ้งให้ทราบจัดสรรเงิน155,000ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตรธ.ก.ส.",9,2003
มวลอากาศลมแรงตอนเช้าลมแรงรักษาสุขภาพชาวเรือเดินเรือตกใน,9,2003
กบง.น้ำมันดีเซลหมุนเร็วสัดส่วนผสมไบโอดีเซลน้ำมันดีเซลหมุนเร็วสัดส่วนผสม,9,2003
ExcellenceCorporateExcellenceAward,9,2003
YGentertainmentต้นสังกัด,8,2003
"5,349269228",8,2003
ยีเพียคนเข้าเมือง,8,2003
111ยากไร้111กระจกเงาวิภาวดีรังสิตเขน10210061,7,2003
ระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,7,2003
เมล็ดพันธุ์เมล็ดพันธุ์เมล็ดพันธุ์,7,2003
เทิ่ลแอ็คเซ็สคอมมูนิเคชั่น,6,2003
CorporateExcellenceAward,6,2003
กระจกเงา111กระจกเงารับบริจาคยากไร้2.6ไอโฟน111,6,2003
"ราคาขาย170แต่ละวัน6,000แอดมินออเดอร์ส่งสินค้า.ปอ",6,2003
กระจกเงารับบริจาค111,6,2003
มาดามล่ำซำ,6,2003
ภูริพุฒิกระพือพิณ.ปอหวล.ปอวิศรุต,6,2003
"5,8575,349269228",6,2003
ชนชั้นอ่ะเสียภาษี,5,2003
เทิ่ลแอ็คเซ็สคอมมูนิเคชั่นDTAC,5,2003
ชิลีสก็อตมิส,5,2003
เพชรเกษม112พลูแขม,5,2003
แมนเชสเตอร์ยูฟ่าแชมเปี้ยนส์,5,2003
วู้ดซัมสนทนาCARETalkxCAREClubHouse,5,2003
กวาดล้างSARS2003pandemicภูมิต้านทานส่วนน้อยภูมิต้านทานํา,5,2003
"ยางพาราปาล์มแจ้งให้ทราบจัดสรรเงิน155,000ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตรธ.ก.ส.",5,2003
ทักษิณารัถเฉี่ยว,5,2003
แหล่งผลิตแหล่งผลิตแหล่งผลิต,5,2003
SaveCoinSMECMBCCoin,4,2003
ข้อดีเขย่งปัดเศษ,4,2003
ไต๋โดดโลมาอวน,4,2003
ส่วนผสมน้ำมันดีเซลหมุนเร็ว1.40….ส่วนผสมไบโอดีเซลกองทุนน้ำมันฯน้ำมันดีเซลหมุนเร็ว,4,2003
"ราคาขายปลีกน้ำมันเชื้อเพลิงขึ้นราคาค่าเงินบาทอ่อนตัวน้ำมันเชื้อเพลิง4,000ขายปลีก",4,2003
ไบเดนโรมเวล,4,2003
เงินประกันเงินประกันชาวนา,4,2003
564225คารวะโอวาทโล่ความถูกต้อง789,4,2003
ลมแรงรักษาสุขภาพชาวเรือเดินเรือตกในตอนเช้า,4,2003
สำนักเลขาธิการนายกรัฐมนตรีสลน.)2.6ไอโฟน111,4,2003
111กระจกเงารับบริจาคยากไร้2.6ไอโฟน111บริหารบ้านเมือง,4,2003
ตรรกะได้ประโยชน์Valnevaภูมิต้านทานAlumCpGผลการศึกษาตั้งความหวัง,4,2003
ผู้กองไอซ์แพทแพทแพท,4,2003
คุวาท(ส,4,2003
"1,200เครื่องคอมพิวเตอร์ตั้งโต๊ะไรท์ดีวีดีไรท์บลูเรย์ริ้น",4,2003
ละเมิดลิขสิทธิ์Bluraymanละเมิดลิขสิทธิ์ลามกอนาจารแหล่งผลิตจรัญสนิทวงศ์หมายค้นทรัพย์สินทางปัญญา,4,2003
กวาดล้างทางเทคโนโลยี227198ผิดกฏ418444,4,2003
ภาควิชากุมารเวชศาสตร์แพทยศาสตร์,4,2003
นักข่าวผู้กองไอซ์แพทผู้กองไอซ์แพทแพท,3,2003
แพทผู้กองไอซ์แพทแพทแพทแพทแห,3,2003
"2,200คนโดยสารคนโดยสารลากจูงสามล้อเว้นแต่กิโลวัตต์กระบอกสูบ",3,2003
แพทแพทเลยตามเลยนักข่าวผู้กองไอซ์แพทผู้กอง,3,2003
"DVDBlurayละเมิดลิขสิทธิ์139,500DVDลามกอนาจาร1,200เครื่องคอมพิวเตอร์",3,2003
ซำศิริพงษ์การเสนอแนะการระดมสมองชญ์หัสดินชญ์สอดคล้องกัน,3,2003
แพทแพทแพทแพทคบหลานสาวอ้าวคบ,3,2003
เอ้าเริดพูดความจริงโกหกโกหกทีหลังโกหกกระทืบ,3,2003
ทธิโฮเทลงค็อก,3,2003
สวนสาธารณะนนทรีสาทรนราธิวาสราชนครินทร์,3,2003
แพทแพทแพทคบแพท,3,2003
ไตรรัตน์วิริยะรักษาการแทนกระจายเสียงโทรทัศน์โทรคมนาคมรักษาการแทนกสทช.,3,2003
พิณ.ปอหวล.ปอวิศรุตน้ำเค็ม.ปอจรัญสนิทวงศ์,3,2003
(สกพอ.อีซี,3,2003
สถานที่ก่อสร้างสถานที่ทำงานปฏิบัติตนเก็บตกถูกต้องตามกฎหมายพึงมีกรมการจัดหางานคนเข้าเมือง,3,2003
โลมาอวนโลมา,3,2003
มิสMissUniverse,3,2003
ชาวเรือเดินเรือตกในตอนเช้าตอนเช้าลมแรงตอนเช้าลมแรง,3,2003
CompaniesWorkAsia,3,2003
เนอะถือสาความเก่งตรงหน้าแสร้งว่ามองไม่เห็นชิลีตรงๆ,3,2003
"กลางกรุงเซ็นทรัลเวิลด์GrooveBLACKPINK6,0736,538",3,2003
พุฒิวาทนฤพุฒิผู้ว่าการธปท.,3,2003
ไอโฟน111สลน,3,2003
อนัญกรีธาพลคณะที่ปรึกษาผู้ประกันตนทุพพลภาพธัญบุรีลัดลี้,3,2003
SocialMediaมูลฐานฟอกเงินปปง.ฟอกเงินPCT1599,3,2003
แอดวานซ์อินโฟร์เซอร์วิส,3,2003
"แหล่งผลิต1,382,50016.45สายการบินChinaAirlines",3,2003
คงคาวดีหรอนบตำ,3,2003
วีลแชร์อิมพีเรียลลาดพร้าวลาดพร้าว,3,2003
PCTSocialMedia,3,2003
