LCS,match,total_match
นิโรธเลขาวิป,105,1895
วิปนิโรธเลขา,87,1895
สุรทินพิจารณ์พรรคประชาธิปไตยใหม่,54,1895
วนาลท์กรุ๊ป,36,1895
COPกลาสว์,28,1895
ธิเบศรอดุลยเดชบพิตร,27,1895
อาคมพิทยาไพสิฐ,25,1895
ประกันภัยPrimeMinisterInsurance,22,1895
อนุสัญญาสหประชาชาติCOP,20,1895
วางตัววิปนิโรธเลขา,19,1895
ชวุทย์ทรัพยากรธรณีสถานที่เกิดเหตุหลุม,16,1895
"7,9827,762144",16,1895
วันหยุดราชการปีใหม่สงกรานต์,15,1895
พิเชษฐ์พานกระทู้ถาม,14,1895
อาคมพิทยาไพสิฐประกันภัย,11,1895
วิปนิโรธเลขาวิป,11,1895
ประกันภัยPrimeMinisterInsuranceประกันภัยคปภ.,10,1895
"มัธยมสมัครใจ34,2873,17327,039เปลี่ยนใจ14,49396",9,1895
อนุสัญญาสหประชาชาติCOPกลาสว์,9,1895
"ตีราคาเช็ด2,400กีตาร์35,000ลงหุ้นอันนั้นงั้น",9,1895
สนั่นไซเรนวีไอพีย้อนศรรถติด,9,1895
SETตลาดหลักทรัพย์วารสาร,9,1895
เจ้าของที่ดินถมถม,9,1895
วันเวย์ทางเดียว06.30ป้ายจราจร,8,1895
สุรทินพิจารณ์พรรคประชาธิปไตยใหม่พรรคประชาธิปไตยใหม่,8,1895
AISaisvaccineTRUEUSSD707vaccinetrueid,8,1895
"64,55416.36รักษาระดับ1,174,15729.11394,7034,032,948สำนักงานประกันสังคม",7,1895
วันหยุดราชการกรณีพิเศษประจำสัปดาห์,7,1895
สวรรคตธิเบศรอดุลยเดช,7,1895
บางท่านค่าตัวต่อตามน่าสงสารมีใจเป็นบุญตามกำลังน้ำใจ,7,1895
วิบูลย์แอมททบลู,7,1895
วันหยุดราชการวันหยุดราชการกรณีพิเศษ,7,1895
วันหยุดราชการวันหยุดราชการกรณีพิเศษประจำสัปดาห์,6,1895
ขจรชวทัยสมุทรสงคราม,6,1895
เหรียญทองเหรียญเงินเหรียญทองแดง,6,1895
หมูป่าผัดเผ็ดพิษงูเขียวหางไหม้,6,1895
พรรคประชาธิปไตยใหม่สามัญหอประชุมคูคตการเตรียมพร้อมการสู้,6,1895
นิโรธเลขาวิปวิป,6,1895
ตีข่าววุ้นเส้นฒิเวิร์กกิ้งวูซุปตาร์,6,1895
