LCS,match,total_match
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,654,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรค,239,3364
ระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,98,3364
จาดปนัสรุ้งปราศรัย,84,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขคำวินิจฉัย,59,3364
จาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้อง,51,3364
จาดปนัสรุ้ง,44,3364
ล้มล้างล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,38,3364
จาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์,28,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรคศาลรัฐธรรมนูญ,26,3364
ศาลรัฐธรรมนูญคำวินิจฉัยล้มล้าง,24,3364
ณฐพรประยูรผู้ตรวจการแผ่นดินยื่นคำร้องศาลรัฐธรรมนูญแนวร่วมจาดปนัส,23,3364
จาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิต,21,3364
ศาลรัฐธรรมนูญคำวินิจฉัยณฐพรประยูรผู้ตรวจการแผ่นดินยื่นคำร้องศาลรัฐธรรมนูญแนวร่วม,21,3364
ข้อเรียกร้องล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรค,21,3364
คำวินิจฉัยศาลรัฐธรรมนูญคำวินิจฉัย,20,3364
AISaisvaccineTRUEUSSD707vaccinetrueid,18,3364
ปราศรัยข้อเรียกร้องล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรค,18,3364
กฤษฎางค์นุต,15,3364
ลมแรงเข้าหาชาวเรือเดินเรือ,15,3364
ณฐพรประยูรผู้ตรวจการแผ่นดิน,15,3364
"6,9786,387237346",14,3364
ยกครัวลูกหนี้สลด,14,3364
ธิเบศรอดุลยเดชบพิตร,14,3364
ชายฝั่งลมแรงเข้าหาชาวเรือเดินเรือ,13,3364
มหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้อง,13,3364
คำวินิจฉัยคำวินิจฉัยศาลรัฐธรรมนูญ,13,3364
ศาลรัฐธรรมนูญล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,13,3364
ลอยกระทงลอยกระทงลอยกระทง,12,3364
การปฏิรูปล้มล้างระบอบประชาธิปไตย,12,3364
ณฐพรประยูรยื่นคำร้อง,11,3364
เซาะกร่อนบ่อนทำลายระบอบประชาธิปไตยพระมหากษัตริย์ประมุขถ้อยคำหยาบคาย,11,3364
รธน.รุ้งล้มล้าง,11,3364
ศาลรัฐธรรมนูญณฐพรประยูร,11,3364
ศาลรัฐธรรมนูญคำวินิจฉัยณฐพรประยูร,10,3364
มวลอากาศแผ่ลมแรงรักษาสุขภาพหนาวเย็นชายฝั่ง,10,3364
ณฐพรประยูรผู้ตรวจการแผ่นดินยื่นคำร้องศาลรัฐธรรมนูญ,10,3364
มวลอากาศแผ่ลมแรงรักษาสุขภาพหนาวเย็นชายฝั่งลมแรงเข้าหา,10,3364
เกินความจำเป็นเท่าที่ควรสิ้นเปลืองแรงกายแรงใจเปลืองเวลาสั่งสอนข้าพเจ้า,10,3364
วาจาปรึกษาหารือคำวินิจฉัย,9,3364
ศาลรัฐธรรมนูญจาดปนัสรุ้ง,9,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรคกระทำการ,9,3364
การปฏิรูปล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,9,3364
ล้มล้างศาลรัฐธรรมนูญคำวินิจฉัย,9,3364
ระบอบประชาธิปไตยพระมหากษัตริย์ประมุขผู้ใด,8,3364
กริ่มกมลาไสยเมตตาธรรมอุดถม,8,3364
ศาลรัฐธรรมนูญคำวินิจฉัยศาลรัฐธรรมนูญ,8,3364
ศาลรัฐธรรมนูญคำวินิจฉัยณัฐพรประยูรศาลรัฐธรรมนูญจาดปนัสรุ้ง,8,3364
มวลอากาศแผ่ลมแรง,8,3364
ยาสูบ2509อากรแสตมป์,7,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรคคำวินิจฉัย,7,3364
ข้อเรียกร้องกษัตริย์ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,7,3364
TRUEUSSD707,7,3364
ปนัสล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,7,3364
กำโลนลานสกา,7,3364
แนวร่วมจาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้อง,7,3364
พญ.สุมสินธุ์,7,3364
คำวินิจฉัยศาลรัฐธรรมนูญคดีอาญา,7,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขยื่นคำร้องอัยการสูงสุดศาลรัฐธรรมนูญอัยการสูงสุด,7,3364
ผันผวนแนวโน้มความไม่แน่นอนเห็นควรเห็นควรอัตราแลกเปลี่ยนFXecosystem,6,3364
คำวินิจฉัยศาลรัฐธรรมนูญคำวินิจฉัยศาลรัฐธรรมนูญ,6,3364
ข้อเรียกร้องล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,6,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขคำวินิจฉัยผูกพัน,6,3364
ปิติษยทัตกนง.กนง.เป็นเอกฉันท์อัตราดอกเบี้ย0.50,6,3364
ดีเลิศExcellentCGScoring,6,3364
อำนาจหน้าที่คำวินิจฉัยศาลรัฐธรรมนูญคดีอาญาคำตัดสินชี้ขาดสุขใจล้มล้าง,6,3364
ตลาดแรงงานผู้ประกอบอาชีพเงินเฟ้ออุปทานช่วงต้นเงินเฟ้ออุปทานยืดเยื้อ,6,3364
ล้มล้างพระมหากษัตริย์ประมุข,6,3364
CorporateGovernanceReportListed,6,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขศาลรัฐธรรมนูญ,6,3364
พระมหากษัตริย์ประมุขผู้ใด,6,3364
คู่สามีภรรยาตัวอ่อนผิดคน,6,3364
คณิศรจารุห้างหุ้นส่วนจำกัด,6,3364
CareTalkxCareClubhouseMetaverseผักชี!?,6,3364
คำวินิจฉัยณฐพรประยูรผู้ตรวจการแผ่นดิน,6,3364
ศาลรัฐธรรมนูญจาดปนัสรุ้งปราศรัย,6,3364
พ้นไปกระทำการล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรคศาลรัฐธรรมนูญ,6,3364
ปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้องกษัตริย์ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์,6,3364
"6,978BoosterDose",5,3364
lifflineme1645278921-kWRPPq/?accountId,5,3364
ปิติษยทัตกนง.,5,3364
คำวินิจฉัยณัฐพรประยูร,5,3364
ศาลรัฐธรรมนูญคำวินิจฉัยล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,5,3364
ข้อเรียกร้องการปฏิรูปกษัตริย์,5,3364
พระมหากษัตริย์มหาวิทยาลัยธรรมศาสตร์รังสิต,5,3364
จาดปนัสรุ้งปราศรัยข้อเรียกร้องล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์,5,3364
แช่ไวน์ห้องทำงาน,5,3364
ศาลรัฐธรรมนูญคำวินิจฉัยจาดปนัสรุ้ง,5,3364
คำวินิจฉัยณัฐพรประยูรศาลรัฐธรรมนูญจาดปนัสรุ้ง,5,3364
"2,4102.201.291.13น้ำทะเลฟันหลอ1.001.80",5,3364
ชะตารุ้งล้มล้าง,5,3364
ลมแรงรักษาสุขภาพหนาวเย็นชายฝั่ง,5,3364
ผู้ทำAdalimumabInfliximabVedolizumabสถานพยาบาลผู้ทำโปรโตคอลIBD,5,3364
ตันติกรมบัญชีกลางกรมบัญชีกลางค่ารักษาพยาบาลลำไส้Inflammatoryboweldisease,5,3364
กรมอนามัยเสื้อกันหนาวมือสองตลาดนัดถักไหมพรมผ้าสำลีผ้าขนสัตว์,5,3364
ล้มล้างคำวินิจฉัยศาลรัฐธรรมนูญ,5,3364
งานเทศกาลลอยกระทงงานเทศกาลโคมลอยเป็งขอความเห็นชอบผู้จัดงานขอความเห็น,5,3364
คำวินิจฉัยล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,4,3364
จงรักภักดีใหญ่โตเสียเหลี่ยม,4,3364
จาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้องการปฏิรูป,4,3364
ข้อเรียกร้องการปฏิรูปล้มล้าง,4,3364
"2,4102.201.291.13",4,3364
ข้อเรียกร้องล้มล้างพระมหากษัตริย์ประมุขวรรค,4,3364
เจ้าท่ากมลาไสยกริ่มกมลาไสยเมตตาธรรมอุด,4,3364
ลมแรงเข้าหาชาวเรือเดินเรือลมแรงลมแรงลมแรงลมแรง,4,3364
CareTalkxCareClubhouse,4,3364
อาหารสัตว์ข้าวโพดเลี้ยงสัตว์,4,3364
รุ้งปราศรัยข้อเรียกร้องล้มล้าง,4,3364
มหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้องล้มล้าง,4,3364
มภฎหิมะMEAการไฟฟ้านครหลวงMEA,4,3364
พ.ย.)ศาลรัฐธรรมนูญคำวินิจฉัย,4,3364
ศาลรัฐธรรมนูญจาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์,4,3364
ชายฝั่งลมแรงเข้าหาชาวเรือเดินเรือลมแรงลมแรงลมแรง,4,3364
อุปทานยืดเยื้อแรงกดดัน,4,3364
กมวิสามัญผู้ต้องขัง,4,3364
กรีฑาซ.ทะเลาะวิวาท,4,3364
ชอปปิงพนง.,4,3364
ประยูรศาลรัฐธรรมนูญจาดปนัสรุ้ง,4,3364
ณฐพรประยูรผู้ตรวจการแผ่นดินศาลรัฐธรรมนูญ,4,3364
น้ำทะเลฟันหลอ1.001.80มีนบุรี0.430.900.16,4,3364
การปฏิรูปพระมหากษัตริย์ล้มล้าง,4,3364
ปลอมแปลงเอกสารราชการกลางปีชำระหนี้ส.ภาคเสธ,4,3364
ไม่ยั่งยืนวันหน้าหารายได้,4,3364
คุปต์กรรมาธิการวิสามัญ,4,3364
คณิศรจารุห้างหุ้นส่วนจำกัดกรุ๊ฟโครงข่าย,4,3364
ส.เสบียงปักษ์ใต้,4,3364
ป่าสงวนการขัดกันประโยชน์ส่วนตัว,4,3364
มหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้องล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,4,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขกระทำการ,4,3364
ทางขึ้นบันไดห้องนอนส.เสบียงปักษ์ใต้ห้องนอนรปภ.,4,3364
ณะโรจน์สำนักงานการปฏิรูปที่ดินเพื่อเกษตรกรรมส.ป.ก.รองเลขาธิการส.ป.ก.,4,3364
ศาลรัฐธรรมนูญจาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิต,4,3364
ขอบพระคุณรำจงกลโปร่งน้ำใจบูรฝึกซ้อมรำ,3,3364
เส้นสายเสียความรู้สึกอ่านไม่ออกใส่ร้ายเกลียดชังอดทนทนไม่ไหวตัวอักษร,3,3364
ปตท.ค้าปลีกOR,3,3364
คำวินิจฉัยศาลรัฐธรรมนูญการปฏิรูปล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,3,3364
คำวินิจฉัยล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรค,3,3364
พระมหากษัตริย์ประมุขวรรคคำวินิจฉัย,3,3364
ศาลรัฐธรรมนูญจาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้อง,3,3364
เปิดงานมหกรรมทัศน์,3,3364
ปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้อง,3,3364
มหาวิทยาลัยธรรมศาสตร์รังสิตข้อเรียกร้องล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรค,3,3364
นิคมอุตสาหกรรมความเป็นกลางCarbonNeutralIndustrialEstateมาบพุด,3,3364
"ทองรูปพรรณ27,742.8028,850",3,3364
ปลอมแปลงเอกสารราชการกลางปีชำระหนี้,3,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขคำวินิจฉัยศาลรัฐธรรมนูญ,3,3364
ครอบจักรวาลUniversalPrevention,3,3364
คำวินิจฉัยณัฐพรประยูรศาลรัฐธรรมนูญจาดปนัส,3,3364
ศาลรัฐธรรมนูญคำวินิจฉัยปราศรัย,3,3364
แนวโน้มความไม่แน่นอนความต่อเนื่องส่งผ่านสภาพคล่องพันธบัตรรัฐบาลพันธบัตรรัฐบาลอัตราแลกเปลี่ยน,3,3364
เจ้าท่ากมลาไสยพื้นที่รับน้ำของขึ้นอุด,3,3364
การลงนามบริษัทผู้ผลิตแสวงหาผลประโยชน์ผลเสียดูแลรักษาอำนาจหน้าที่หลักปฏิบัติยึดถือ,3,3364
19.00ประพฤทธิ์เพชรพลอยบางขุนนนท์549185ซ.อำนวยผล,3,3364
ศาลฎีกาคดีอาญาผู้ดำรงตำแหน่งทางการเมือง,3,3364
มวลอากาศแผ่ลมแรงรักษาสุขภาพหนาวเย็น,3,3364
AstraZenecaBoosterdoseSinovacSinopharmต่อไปนี้,3,3364
ศาลรัฐธรรมนูญคำวินิจฉัยจาดปนัสรุ้งปราศรัยมหาวิทยาลัยธรรมศาสตร์รังสิต,3,3364
กระทู้กระทู้ต้องกันกระทู้กระทู้ตอนเช้าบังเอิญกระทู้,3,3364
หลีกกระทู้กระทู้สมัยนี้กระทู้ถามกระทู้บรรทัดฐานกระทู้ถาม,3,3364
"บัณฑิตเพียรบีซี1,3021,0885.21,238709",3,3364
ฉีดยาศิริราชจู่ ๆเฉย ๆวูบกะทันหันชักชดใช้,3,3364
สังโฆแหมครางหื้อก่าบ่ครางAV,3,3364
ขนิษฐาศีลธรรมคณิศร,3,3364
ลอยกระทงลอยกระทงUniversalPreventionDMHTT,3,3364
ค่อยเป็นค่อยไปการทบทวนปลอดเชื้อการจัดระบบน่าพอใจเล็ดลอดชั้นนอกชั้นใน,3,3364
ล้มล้างพ.ย.)ศาลรัฐธรรมนูญ,3,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขผู้ใดวรรคอัยการสูงสุดศาลรัฐธรรมนูญ,3,3364
พระมหากษัตริย์ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,3,3364
เจ้าท่ากมลาไสยพื้นที่รับน้ำของขึ้นอุดกริ่มสำรวย,3,3364
คำวินิจฉัยยื่นคำร้องถ่ายสำเนาคำวินิจฉัยคำวินิจฉัยศาลรัฐธรรมนูญตั้งต้นการฟ้องร้อง,3,3364
แนวโน้มความไม่แน่นอนเงินเฟ้อเห็นควรอัตราดอกเบี้ยความต่อเนื่องครั้งก่อนแผ่ว,3,3364
ผู้พิพากษารวดลำโพง,3,3364
กมลาไสยเมตตาธรรมอุดถม,3,3364
ล้มล้างระบอบสุดวิสัยล้างผลาญสูญสลายหมดสิ้นดำรงอยู่พระมหากษัตริย์,3,3364
วิไลกรมทางหลวงกลับรถกรมทางหลวงกลับรถ122ทางเลี่ยงเมืองความควบคุมดูแล,3,3364
เงินเฟ้อ0.6รายเดือน,3,3364
กระทำผิดกฎหมายทางเท้าความสะอาดความเป็นระเบียบเรียบร้อย2535กรมการขนส่งทางบก,3,3364
แช่มดีไล่ล่าจับภาพยามาฮ่าฟีโน่การปิดบังอำพราง,3,3364
คลับเฮ้าส์toxicเหยียด,3,3364
ธุระขากลับรับโทรศัพท์,3,3364
ชายฝั่งควรระวังลมแรงเข้าหาชาวเรือเดินเรือ,3,3364
สุมสินธุ์งานเทศกาลลอยกระทงลอยกระทง,3,3364
JJหิ้ว,3,3364
AmazingSafetyAdministrationSHA,3,3364
สเชป็อกต่อสัญญา,3,3364
ผู้ร่วมหุ้นสลากเสบียงคืนเงินส.วันรุ่งขึ้นส.ส.,3,3364
รัตนะเชวงอ่อนแอชาวนาขาดหายรับประโยชน์คำสัญญาสถาบันทางการเมือง,3,3364
แนวร่วมจาดปนัสรุ้งปราศรัย,3,3364
ตำเสาสีกาตอนกลางคืนเสื่อมความศรัทธา,3,3364
มหาสารคามเจ้าท่ากมลาไสยกริ่มกมลาไสยเมตตาธรรม,3,3364
SustainabilityInvestmentTHSI,3,3364
ปปง.เจียวก๊ก,3,3364
ศาลรัฐธรรมนูญศาลรัฐธรรมนูญคำวินิจฉัย,3,3364
พัชระพฤกษาทิตปราศรัยข้อเรียกร้องล้มล้าง,3,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรคเป็นเอกฉันท์กระทำการวรรค,3,3364
ชำแหละค้าปลีกค้าส่ง119122สุกร,3,3364
ชิลีสก๊อตมิส,3,3364
กรรมาธิการกรรมาธิการวิสามัญคนนอก,3,3364
คุปต์ป่าสงวนการขัดกันประโยชน์ส่วนตัว,3,3364
เข้าพบเนติกุหลาบ.ปคเกรียงไกร.ปคปากคำหมายเรียก,3,3364
กระบอกปืนสั้นกระบอกปืนยาวกระบอก,3,3364
ถ่ายสำเนาคำวินิจฉัยคำวินิจฉัยศาลรัฐธรรมนูญตั้งต้นการฟ้องร้องกระทำการ,3,3364
กระทำการล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,3,3364
ศิริราชศิริราชบูสศิริราชเน็คSirirajConnectศิริราช,3,3364
น้ำหวานภัคทัศน์,3,3364
กริ่มกมลาไสยเมตตาธรรมอุด,2,3364
ป่านนี้แพทพยักหน้าแพทมารยาทจ๊ะจ๋าเข้าข้างแพท,2,3364
ควนหมุนเทพา,2,3364
โอภาสกรณีเร่งด่วนการประสานงานพิธีการศุลกากรองค์กรเอกชนผู้บริจาค,2,3364
พัสดุไอซ์อำพรางซุกซ่อนอะไหล่คอมเพรสเซอร์เครื่องปรับอากาศเครื่องฟอกอากาศ,2,3364
ไอซ์204.14เฮโรอีน21.6กัญชา10.02คีตามีน515,2,3364
แดดจัดถ่ายเทรีดเสื้อกันหนาวมือสองการต้มเชื้อราเสื้อกันหนาว,2,3364
รับไหว้แพทรับไหว้แพทแพท,2,3364
แพทรับไหว้แพทแพทเมินเฉยเลวอ่ะแพท,2,3364
คำวินิจฉัยศาลรัฐธรรมนูญจาดปนัส,2,3364
แพทผิดคนแพทเสียชื่อเสียงเสื่อมเสียชื่อเสียงอ่ะผิดคน,2,3364
"ศาลฎีกาณา""กม",2,3364
DirectMessageแพทเออแพทเผ็ดมันส์แพท,2,3364
แพทเผ็ดมันส์,2,3364
คนเราแพทรับไหว้มือขึ้นรับไหว้พยักหน้าเออพอแล้ว,2,3364
เชฏฐ์นาฏห้องทำงาน,2,3364
ตั้งขึ้นใบรับรองแพทย์กล่าวอ้างต้นตอ,2,3364
คดีอาญากฤษฎางค์,2,3364
ลงท้ายประทวนช่วยด้วยกับข้าวห้องขังไม้เท้าข้างๆน้องสาว,2,3364
ศิริราชบูสศิริราชเน็คSirirajConnectศิริราชศิริราช,2,3364
แผ่วตลาดแรงงานผู้ประกอบอาชีพเงินเฟ้ออุปทานช่วงต้นเงินเฟ้ออุปทาน,2,3364
ประนอมเพ็งคลอสรรพสามิตสุริยา,2,3364
เสี่ยงภัยนบตำลานสกาขนอมทุ่งสงหริ่งเบตง,2,3364
14.40กรีฑาซ.ทะเลาะวิวาท,2,3364
เสื้อกันหนาวมือสองผงซักฟอกน้ำยาซักผ้าต้มแช่น้ำยาฆ่าเชื้อ,2,3364
ศาลรัฐธรรมนูญปราศรัยจาดปนัส,2,3364
ศาลาการเปรียญสุววรวิหาร,2,3364
PPIมาตรวัดเงินเฟ้อ0.6รายเดือน0.5,2,3364
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุขวรรคเจตนารมณ์ระบอบระบอบประชาธิปไตย,2,3364
นับแต่ยื่นคำร้องศาลรัฐธรรมนูญคำชี้แจงบันทึกเสียงการปราศรัยพระมหากษัตริย์มหาวิทยาลัยธรรมศาสตร์,2,3364
ประมุขความยินยอมปวงชนอธิปไตยพระมหากษัตริย์หลักสำคัญระบอบประชาธิปไตยพระมหากษัตริย์,2,3364
พระมหากษัตริย์สิ้นสลายเกิดผลบ่อนทำลายด้อยอ่อนแอล้มล้างพระมหากษัตริย์,2,3364
ทางเท้าความสะอาดปาดปาดโดยประมาทน่าหวาดเสียวใบสั่งผู้กระทำผิด,2,3364
การปฏิรูปการแสดงความคิดเห็นละเมิดกฎหมายมูลเหตุจูงใจล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,2,3364
