LCS,match,total_match
ลอยกระทงลอยกระทงกระทง,24,870
ลอยกระทงลอยกระทงลอยกระทง,21,870
สนั่นอังอุบลหอการค้าหอการค้า,17,870
กระทงลอยกระทงลอยกระทง,17,870
"6,5956,142215220",16,870
กระทงกระทงกระทง,16,870
เอกราชเหลาเหลา,13,870
ชฎาธาดาปากท้องน้ำยาตามยถากรรมผักชีบิดเบือนผักชี,12,870
นักสิ่งแวดล้อมกระทงลอยกระทงนักสิ่งแวดล้อมกระทงสวนสาธารณะลอยกระทงลอยกระทง,10,870
ภัสร์เทคโนโลยีสารสนเทศ(ศปPCTPCTPCTปิดล้อมกระบอก,9,870
มนูเอมชาวนา,9,870
ผับคาราโอเกะนักดนตรีเปิดกิจการนักดนตรี,8,870
กระทงปุ๋ยอินทรีย์มูลฝอยอ่อนนุชมูลฝอยแขมกระทงโฟม,8,870
"กระทง403,235กระทงย่อยสลาย388,95496.46กระทงโฟม",8,870
"ย่อยสลาย388,95496.46กระทงโฟม14,2813.54",8,870
ดัดแปลงลำกล้องกระสุนปืนวัตถุระเบิดดอกไม้เพลิงสิ่งเทียมอาวุธปืน2490BB,8,870
กระทงย่อยสลาย96.4096.46กระทงโฟม3.603.54,8,870
"กระทงก่อนเวลา05.00กระทง403,235กระทงย่อยสลาย388,954",7,870
คัดแยกกระทงกระทงปุ๋ยอินทรีย์มูลฝอยอ่อนนุชมูลฝอยแขม,7,870
มวลอากาศความชื้นตอนเช้า,7,870
ลอยกระทงนักสิ่งแวดล้อมกระทง,7,870
ลูกเธอเจ้าฟ้าพัชรนทิเทพยวดีกรมหลวงณี,6,870
มวลอากาศความชื้นตอนเช้าตอนเช้าตอนเช้าเมฆเมฆเมฆ,6,870
อุทกศาสตร์กองทัพเรือน้ำทะเลอุทกศาสตร์กองทัพเรือจุลจอมเกล้าน้ำทะเลคาดหมาย,6,870
กระทงสวนสาธารณะลอยกระทงลอยกระทงกระทงก่อนเวลา05.00กระทง,6,870
สิ่งเทียมอาวุธปืนกระสุนปืนกระบอกBBGunดัดแปลงกระบอกกระสุนปืน,6,870
ลอยกระทงกระทงกระทง,6,870
กฤศเมธโห,6,870
นอนหลับMattressCityสกิลง่วงรวยPassionขี้เซา,6,870
"224,587414,56836,893",6,870
ข้อบกพร่องกระทำโดยเจตนาอาญาคดีอาญา,6,870
ตอนเช้าตอนเช้าเมฆเมฆ,5,870
"6,142215220",5,870
หลบการปิดกั้น19.20มีหัวกระสุนปืนหลบเสียงร้องชุลมุน,5,870
ปิยะต๊ะช.ภ.,5,870
ตอนเช้าเมฆเมฆเมฆ,5,870
KrungthaiContact1111111,5,870
กระทงลอยกระทงนักสิ่งแวดล้อมกระทงสวนสาธารณะลอยกระทงลอยกระทงกระทง,5,870
ความถูกต้องแม่นยำใส่ร้ายที่กล่าวมาทางจิตใจทั้งคนถูกกระทำหมดสมัย,5,870
กรรณิการ์สิงหะ,5,870
"676,048224,587414,56836,893",4,870
"ออม70,000กรุงไทยอัตราดอกเบี้ยขั้นบันได1.502.002.10",4,870
"BigBagตะกร้าเรียง5,150เปล่า49,6404,250",4,870
สกิลง่วงรวยPassionขี้เซาจุดแข็ง,4,870
มิสแกรนด์อินเตอร์เนชั่นแนล,4,870
นิ่งนอนใจการหยิบยกเปิดกิจการแนวโน้มตามเงื่อนไข,4,870
"ขั้นสูงบุคคลธรรมดาบริบูรณ์55,000ลเล็ตสบเคาน์เตอร์พันธบัตร",4,870
พันธบัตรอัตราดอกเบี้ยขั้นบันไดพันธบัตรกําหนดไถ่ถอนนิติบุคคลสถานศึกษา,4,870
"6,5956,375220",4,870
กัญจนาอาชาภัตรโพธ,4,870
ตอนเช้าตอนเช้าเมฆเมฆเมฆ,4,870
มวลอากาศความชื้นตอนเช้าตอนเช้า,4,870
MattressCityสกิลง่วงรวยPassionขี้เซาจุดแข็ง,4,870
"ปาล์มมันสำปะหลังยางพาราข้าวโพดเลี้ยงสัตว์การขออนุมัติ276,193190,311",3,870
ธิเบศรอดุลยเดชบพิตร,3,870
ตรงไปตรงมาข้อบกพร่องกระทำโดยเจตนาอาญาคดีอาญา,3,870
ป้องกันตัวการสั่งซื้อBBGunดัดแปลงลำกล้องกระสุนปืนวัตถุระเบิด,3,870
ส.ต.ต.พ์ชนกพลขับประจำตัว,3,870
แพทณปลอยกระทง,3,870
