LCS,match,total_match
น้ำทะเลน้ำทะเลน้ำทะเล,29,1565
ลมแรงรักษาสุขภาพหนาวเย็น,28,1565
นิโรธเลขาวิป,23,1565
คลับเฮ้าส์toxicเหยียด,16,1565
มวลอากาศแผ่ลมแรงรักษาสุขภาพหนาวเย็นตอนเช้าตอนเช้าลมแรง,15,1565
"6,9046,159465258",11,1565
หาเช้ากินค่ำเงินเก็บคิงคณิตใฝ่อิจฉาน้อยใจมีระเบียบ,11,1565
คุปต์ป่าสงวนการขัดกันประโยชน์ส่วนตัว,11,1565
เคหะพม.245กคช.ถือหุ้นทุนจดทะเบียนกคช.PPP,11,1565
Shopee11.11BigSale,11,1565
ผับน่าไว้ใจลอยกระทงเคานต์ดาวน์โ...,10,1565
โตมาโกงห้องแถวสังกะสีประถมมัธยมน้อยใจโชคชะตา,9,1565
ของขึ้นจับจ่ายทุลักทุเลกระสอบทราย,9,1565
ในเครือการเคหะแห่งชาติกคช.เคหะเคหะพม.245กคช.,9,1565
ป่าสงวนการขัดกันประโยชน์ส่วนตัว,9,1565
ธเรศกรัษรวิ,8,1565
ทิวากระสังกรรมาธิการบรรทัดฐานชี้ขาดกรรมาธิการโดยชอบด้วยกฎหมายเป็นเอง,8,1565
มวลอากาศแผ่ลมแรง,7,1565
วิปนิโรธเลขา,7,1565
"ข้าวเปลือกหอมมะลิข้าวเปลือกหอมมะลิ14,000ข้าวเปลือก10,000ข้าวเปลือก",7,1565
พระรามพระรามยานนาวาบุคคโล,7,1565
กระสอบทรายเขมาภิร,7,1565
มิใช่บทบัญญัติแย้ง,7,1565
บวชบวชธรรมวินัยคำขออโหสิกรรมกายกรรมวจีกรรมมโนกรรม,7,1565
น้ำทะเลฟันหลอน้ำทะเลกรุงธนซังฮี้ขนาบพลัดราชวงศ์,6,1565
ผู้รับมอบอำนาจผู้รับมอบฉันทะพิจารณาคดีคำวินิจฉัยศาลรัฐธรรมนูญคำวินิจฉัยศาลรัฐธรรมนูญอาณาบริเวณ,6,1565
