LCS,match,total_match
ลอยกระทงลอยกระทงลอยกระทง,106,1810
ลอยกระทงลอยกระทงกระทง,61,1810
ข้อห้ามลอยกระทงโทษหนัก,60,1810
ลอยกระทงกระทงกระทง,49,1810
กระทงกระทงกระทง,32,1810
ธิติสรรค์อุทโจ้,26,1810
ลอยกระทงกระทงลอยกระทง,24,1810
พ.อ.พรรคกล้าพ.อ.,21,1810
เบาบางตึงตัวEnergyCrisisก๊าซธรรมชาติก๊าซธรรมชาติเอฟทีประมาณการ,18,1810
ลอยกระทงกระทงผดุง,17,1810
พรรคกล้าพ.อ.พรรคกล้าพ.อ.,15,1810
"6,374245224",13,1810
ภริยาลอยกระทงกระทง,12,1810
ลอยกระทงลอยกระทงลอยกระทงลอยกระทง,10,1810
ว.เอ่ยถึงกันอัพการทำร้ายร่างกายสุขภาพจิตสุขภาพจิตตักเตือน,10,1810
เดวิดDavidCohenข่าวกรอง,9,1810
ธิเบศรอดุลยเดชบพิตร,9,1810
กฤชตันตระวาณิชย์พ.)(กกพ.)พ.ค่าไฟฟ้าผันแปร,9,1810
พระบรมราชานุญาตเรียกคืนเครื่องราชอิสริยาภรณ์โปรดเกล้าโปรดกระหม่อมพระบรมราชานุญาตเรียกคืนเครื่องราชอิสริยาภรณ์คำพิพากษาถึงที่สุด,9,1810
"เอฟทีรอบเดือนพลังงานไฟฟ้า65,325ประมาณการพลังงานไฟฟ้า64,5101.26",9,1810
เสี่ยงภัยมวลอากาศความชื้นตอนเช้าตอนเช้าตอนเช้าสมุทรสงครามเมฆ,9,1810
ลอยกระทงโอ่งพระราม,8,1810
พ.ค่าไฟฟ้าผันแปรเอฟทีค่าไฟฟ้ารอบเดือน1.39สตางค์,7,1810
กระทงมั้งloykrathong,7,1810
เทิ่ลแอ็คเซ็สคอมมูนิเคชั่นดีแทค,7,1810
"6,8556,631224",7,1810
เซิร์ฟบอร์ดโต้คลื่น,7,1810
เทิ่ลแอ็คเซ็สคอมมูนิเคชั่น,7,1810
กระทงย่อยสลายกระทง,7,1810
ชช์พรรคกล้าพ.อ.พรรคกล้าพ.อ.ตรงกันพรรคกล้าปากท้อง,7,1810
พระบรมราชานุญาตเรียกคืนเครื่องราชอิสริยาภรณ์โปรดเกล้าโปรดกระหม่อมพระบรมราชานุญาตเรียกคืนเครื่องราชอิสริยาภรณ์กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,6,1810
