LCS,match,total_match
ระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,39,1100
ตอนกลางเสี่ยงภัยควรระวังชายฝั่งควรระวังลมแรงเข้าหาชาวเรือ,30,1100
คำวินิจฉัยศาลรัฐธรรมนูญล้มล้าง,27,1100
แนวร่วมDRGเหล่าทัพSUPPORTERTHAILANDWeVolunteer(ครช.),21,1100
ศาลรัฐธรรมนูญคำวินิจฉัยล้มล้าง,19,1100
ชายฝั่งควรระวังลมแรงเข้าหาชาวเรือเดินเรือ,18,1100
ล้มล้างระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,17,1100
TattooColourหริ,14,1100
11.10สิ้นลมหายใจสักครู่เสียสละด้อยโอกาสความเป็นธรรมร่วมทุกข์ร่วมสุขดวงวิญญาณ,12,1100
"7,0796,607292171",11,1100
นพรัตน์ธาราอ่าว,9,1100
จุดยืนระบอบสมบูรณาญาสิทธิราชย์,9,1100
มวลชนระบอบสมบูรณาญาสิทธิราชย์,9,1100
ชายฝั่งควรระวังลมแรงเข้าหาชาวเรือเดินเรือมวลอากาศตอนเช้า,9,1100
11.10สิ้นลมหายใจสักครู่เสียสละด้อยโอกาสความเป็นธรรม,9,1100
เสี่ยงภัยควรระวังชายฝั่งควรระวังลมแรงเข้าหาชาวเรือเดินเรือ,9,1100
11.10สิ้นลมหายใจสักครู่,9,1100
783385398,8,1100
ดอกบัวตองบาน,8,1100
2493สำเร็จการศึกษาปริญญาตรีบัณฑิตมหาวิทยาลัยศรีนครินทรวิโรฒปริญญาโทศาสตรมหาบัณฑิต,7,1100
คอนเทนเนอร์เรียงท้องสนามหลวงพระบรมมหาราชวังพระนครจัดวาง,7,1100
ระบอบสมบูรณาญาสิทธิราชย์ระบอบประชาธิปไตย,7,1100
"6,9171,875,42095,528",7,1100
ปิตุลันตาลันตา(สบส.)ฌาปนกิจสงเคราะห์ลันตาเจ็บป่วยค่าตอบแทน,7,1100
ค่าตอบแทนเสี่ยงภัยค่าตอบแทนตลอดชีพฌาปนกิจสงเคราะห์สวัสดิการฌาปนกิจสงเคราะห์หลักทรัพย์ค้ำประกัน,6,1100
คอนเทนเนอร์เรียงท้องสนามหลวงพระบรมมหาราชวังพระนครจัดวางอนุสาวรีย์มวลชน,6,1100
ชาวเรือเดินเรือมวลอากาศตอนเช้า,6,1100
มอเตอร์ไซค์กลุ่มอาชีพผู้ขับรถแท็กซี่ผู้ประกันตนกรมการขนส่งทางบกผู้ขับรถแท็กซี่,6,1100
สถานทูตระบอบสมบูรณาญาสิทธิราชย์,6,1100
ธิเบศรอดุลยเดชบพิตร,6,1100
ล้มล้างระบอบสมบูรณาญาสิทธิราชย์,6,1100
