LCS,match,total_match
COPกลาสว์,118,2399
พญ.สุมสินธุ์,51,2399
ศาลฎีกาคดีอาญาผู้ดำรงตำแหน่งทางการเมือง,48,2399
อนุสัญญาสหประชาชาติCOPกลาสว์,42,2399
กลาสว์สกอตแลนด์,38,2399
สาลีวิภาคโอสถ,34,2399
อนุสัญญาสหประชาชาติCOP,31,2399
แพนเค้กเขมนิจ,25,2399
ดูหมิ่นอาฆาตมาดร้ายพระมหากษัตริย์,25,2399
ธิติสรรค์อุทโจ้,24,2399
วิปวิปวิป,23,2399
01.30ทรุดตัวจรัญสนิทวงศ์ขาเข้าพลัดอ้อพลัดปากซอย,21,2399
ป๊าปายโอ้,20,2399
ศาลฎีกาคดีอาญาผู้ดำรงตำแหน่งทางการเมืองประทับ,19,2399
ระบอบประชาธิปไตยพระมหากษัตริย์ประมุข,17,2399
พระมหากษัตริย์ดำรงอยู่ผู้ใด,16,2399
วิปวิปวิรัช,15,2399
จุดยืนประมวลกฎหมายอาญา112,15,2399
อนุสัญญาสหประชาชาติUNFCCCCOP,14,2399
นิโรธเลขาวิป,13,2399
COPกลาสว์สกอตแลนด์,12,2399
ฟุตซอลศาลฎีกาคดีอาญาผู้ดำรงตำแหน่งทางการเมือง,12,2399
"7,6796,864272536",12,2399
ฟิธัสกรุงไทยInfinitasKrungthai,12,2399
เจ้าพนักงานละเว้นโดยมิชอบ,12,2399
AISaisvaccineTRUEUSSD707vaccinetrueid,10,2399
วิปวิปวิรัชวิป,10,2399
วิรัชวิปวิปวิป,10,2399
เจ้าพนักงานละเว้นอย่างใดโดยมิชอบ,10,2399
แผ่ตะวันออกเฉียงใต้ตะวันออกเฉียงใต้สมุทรสงคราม,10,2399
ยูฟ่าแชมเปี้ยนส์แบ่งกลุ่ม,10,2399
ความเป็นไปได้ทางพิเศษวงแหวนรอบนอกสัมปทาน,10,2399
112ดูหมิ่นอาฆาตมาดร้าย,10,2399
วิปนิโรธเลขา,9,2399
มานัสธาภรณ์กรมการแพทย์เอ็คซ์Ecstasyมีฤทธิ์หลอนเคมี,9,2399
สนั่นอังอุบลหอการค้าหอการค้า,9,2399
ว่าจ้างธนบัตรผู้ว่าจ้างพัชรPCTหมายค้นพัชรแท่น,9,2399
112ผู้ใดดูหมิ่น,9,2399
ลอยกระทงดอกไม้เพลิงดอกไม้เพลิงลอยกระทงเที่ยวงานลอยกระทงท่าเทียบเรือท่าเทียบเรือ,9,2399
ศาลฎีกาคดีอาญาผู้ดำรงตำแหน่งทางการเมืองประทับฟ้องคดี,9,2399
พระมหากษัตริย์ประมุขพระมหากษัตริย์,8,2399
cyclethreshold28.8cutoff31.5พันธุกรรมให้ผล,8,2399
โบว์แวนด้า,8,2399
การไฟฟ้านครหลวงMEAMEAConnectmeaการไฟฟ้านครหลวงMEA1130,8,2399
วิรัชพรรคร่วมรัฐบาลวิป,8,2399
CREDITPHOTO],7,2399
ประมวลกฎหมายอาญา112112,7,2399
ทรุดตัวจรัญสนิทวงศ์ขาเข้าพลัดอ้อพลัดปากซอยจรัญสนิทวงศ์,7,2399
ห้ามไม่ให้บั้งไฟตะไลโคมลอยโคมไฟโคมคล้ายคลึง,7,2399
บั้งไฟตะไลโคมลอยโคมไฟโคมคล้ายคลึงลอยกระทง,7,2399
วิปวิรัชวิป,7,2399
PCTขออนุมัติหมายศาลน.ส.พชรอรทัยหงษ์,7,2399
วิรัชวิปวิป,7,2399
ให้ยาลิ่มเลือดคลื่นความถี่เอกซเรย์ลิ่มเลือดอุดตันไหลเวียนการบีบ,7,2399
ทางพิเศษวงแหวนรอบนอกสัมปทาน,6,2399
พระมหากษัตริย์พระราชินีรัชทายาทผู้สำเร็จราชการแทนพระองค์ระวางโทษ,6,2399
พลัดนำหน้าปากซอยจรัญฯล้มคว่ำกระเด็นไถลประสบอุบัติเหตุ,6,2399
ผู้ตรวจการMEAการไฟฟ้านครหลวงเป็นเกียรติประจุไฟฟ้าพลังงานไฟฟ้าวอลล์มอเตอร์,6,2399
ศาลรัฐธรรมนูญศาลรัฐธรรมนูญสมาชิกภาพสำลีทธีพรรคภูมิใจไทย10198,6,2399
"150,000,000PCTfacteingพัชรธนบัตรนครบาลธนบัตร",6,2399
กรับวอร์โดยไม่จำเป็นความวิตกกังวลโดยไม่จำเป็นการรายงานผลห้องปฏิบัติการไข้,6,2399
