LCS,match,total_match
โล่เชิดชูยล,48,1271
PattayaMusicFestival,21,1271
ผู้อพยพล่มช่องแคบ,21,1271
ขับไล่แอมเนสตี้,20,1271
เสกสกลอัต,15,1271
แอมเนสตี้อินเตอร์เนชั่นแนล,15,1271
ศูนย์รวม(ศปปส.,15,1271
ขับไล่แอมเนสตี้อินเตอร์เนชั่นแนล,12,1271
การประชุมสุดยอดSummitDemocracy,12,1271
USFDAประมาณการข้อบ่งชี้คอร์สบรรจุภัณฑ์มิลลิกรัมแคปซูล,10,1271
"""คิมติงปัด",10,1271
เสกสกลอัตแรมโบ้,10,1271
ลุมพินีช่างภาพอนาจาร,10,1271
หยุดยั้งเสื่อมถอยพังทลาย,9,1271
ร่อนพิบูลควนร่อนพิบูล,8,1271
ผลการศึกษา762ตามหลังให้ยาผลการศึกษาinterimresult์ลด,8,1271
ข้อบ่งชี้คอร์สบรรจุภัณฑ์มิลลิกรัมแคปซูลแคปซูลแคปซูลมิลลิกรัม,7,1271
2.6ไอโฟน111,7,1271
คลองห้าสังเกตการณ์ข่มขืนการกล่าวอ้างลึกซึ้งช่างภาพข่มขืนลวนลาม,7,1271
โอภาสการย์เด็บบราเฟิร์ทอินโดไชน่า,7,1271
AISaisvaccineTRUEUSSD707vaccinetrueid,7,1271
YGEntertainmentต้นสังกัดBLACKPINK,7,1271
ลงชื่อขับไล่แอมเนสตี้,6,1271
"อำลา""ล้ง1919",6,1271
"บุฟเฟ่ต์ประกาศรับล้างจานเหมาสนน90,000",6,1271
น้อยหรือโรคมะเร็งUSFDAประมาณการข้อบ่งชี้คอร์สบรรจุภัณฑ์,6,1271
TMAบัณฑิตบริหารธุรกิจศศินทร์,6,1271
ร่างสัญญาคอร์สการเจรจาต่อรองค่าขนส่ง์คคัมคอร์เรท,6,1271
Grooveออฟฟิศเศสเซ็นทรัลเวิลด์บานเลื่อนชั้นแสตมป์ข้อมือ,6,1271
ภูริภูมินทร์พุ่มพ.ต.เวทย์สงค์การก่อการร้ายพ.ต.ท,6,1271
ศฝสุ่มแน่นหน้าอกแสดงผล592561179แม่ครัว,6,1271
รจิตอรรฆกรมการแพทย์แมรฐสดีอุบัติภูมิต้านทาน,6,1271
